"StichtagDatJahr","StichtagDatMonat","RaumeinheitSort","RaumeinheitLang","GliederungSort","GliederungLang","ZimmerSort","ZimmerLang","GemeinnuetzigSort","GemeinnuetzigLang","EinheitSort","EinheitLang","PreisartSort","PreisartLang","mean","meanl","meanu","qu10","qu10l","qu10u","qu25","qu25l","qu25u","qu50","qu50l","qu50u","qu75","qu75l","qu75u","qu90","qu90l","qu90u","Domain","Sample1","Sample2"
2022,"2022.04",4,"Stadtquartiere",91,"Albisrieden",3,"3 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1139,1112,1166,759,744,778,813,803,843,1072,1024,1118,1304,1270,1400,1631,1594,1762,1764,1010,40
2024,"2024.04",4,"Stadtquartiere",91,"Albisrieden",3,"3 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1243,1219,1267,841,836,863,910,897,945,1157,1122,1207,1522,1383,1545,1773,1627,1970,1684,1041,29
2022,"2022.04",4,"Stadtquartiere",91,"Albisrieden",4,"4 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1606,1572,1639,902,881,933,1342,1191,1368,1721,1515,1769,1887,1862,1935,2131,1988,2194,1006,527,34
2024,"2024.04",4,"Stadtquartiere",91,"Albisrieden",4,"4 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1722,1666,1778,988,960,1257,1413,1358,1442,1809,1749,1854,1945,1888,2035,2298,2103,2373,999,520,28
2022,"2022.04",4,"Stadtquartiere",91,"Albisrieden",2,"2 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",1783,1692,1873,1210,1141,1330,1374,1299,1431,1590,1507,1812,2105,1876,2340,2493,2337,2866,1704,343,38
2024,"2024.04",4,"Stadtquartiere",91,"Albisrieden",2,"2 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",1863,1817,1908,1370,1334,1420,1497,1463,1570,1730,1650,1802,2094,2035,2266,2562,2357,2990,1741,434,63
2022,"2022.04",4,"Stadtquartiere",91,"Albisrieden",3,"3 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",1985,1922,2048,1389,1121,1538,1559,1512,1711,1905,1797,2040,2330,2140,2515,2569,2544,2751,2292,383,35
2024,"2024.04",4,"Stadtquartiere",91,"Albisrieden",3,"3 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",2295,2231,2358,1500,1455,1666,1732,1645,1805,2132,2059,2280,2844,2670,2934,3294,3094,3550,2417,425,53
2022,"2022.04",4,"Stadtquartiere",91,"Albisrieden",4,"4 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",2584,2461,2708,1759,1660,2051,2100,1960,2254,2504,2265,2659,2996,2803,3125,3463,3196,3960,1267,314,33
2024,"2024.04",4,"Stadtquartiere",91,"Albisrieden",4,"4 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",2751,2664,2839,1900,1837,2080,2215,2078,2293,2699,2456,2755,3092,2952,3217,3701,3438,4003,1334,396,41
2022,"2022.04",4,"Stadtquartiere",92,"Altstetten",2,"2 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1041,996,1085,737,714,765,819,799,847,1021,1007,1068,1208,1127,1248,1325,1261,1351,819,502,21
2024,"2024.04",4,"Stadtquartiere",92,"Altstetten",2,"2 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1095,1057,1134,759,716,827,896,854,934,1124,1053,1190,1280,1234,1321,1407,1323,1470,845,531,21
2022,"2022.04",4,"Stadtquartiere",92,"Altstetten",3,"3 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1178,1149,1207,800,791,858,943,891,987,1184,1129,1246,1370,1324,1438,1567,1511,1641,2294,1209,34
2024,"2024.04",4,"Stadtquartiere",92,"Altstetten",3,"3 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1227,1198,1257,912,883,947,1018,1002,1068,1229,1179,1298,1440,1383,1511,1599,1530,1627,2233,1247,30
2022,"2022.04",4,"Stadtquartiere",92,"Altstetten",4,"4 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1519,1470,1569,933,881,1059,1132,1114,1243,1522,1466,1582,1847,1776,1908,1970,1917,2165,1293,696,28
2024,"2024.04",4,"Stadtquartiere",92,"Altstetten",4,"4 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1586,1549,1624,1152,1011,1223,1317,1273,1377,1617,1550,1675,1834,1818,1859,1983,1912,2135,1258,745,29
2022,"2022.04",4,"Stadtquartiere",92,"Altstetten",2,"2 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",1715,1646,1783,1195,1173,1298,1301,1289,1459,1606,1491,1698,1955,1760,2199,2431,2218,2526,3611,481,43
2024,"2024.04",4,"Stadtquartiere",92,"Altstetten",2,"2 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",1802,1758,1846,1207,1183,1311,1490,1450,1540,1700,1642,1815,2210,2085,2280,2432,2317,2524,3699,1160,65
2022,"2022.04",4,"Stadtquartiere",92,"Altstetten",3,"3 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",1893,1809,1978,1323,1272,1389,1424,1394,1589,1802,1665,1884,2265,2017,2480,2598,2495,2861,4332,629,62
2024,"2024.04",4,"Stadtquartiere",92,"Altstetten",3,"3 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",2107,2041,2172,1442,1394,1529,1667,1623,1729,2019,1845,2091,2450,2372,2599,3050,2753,3220,4414,1178,75
2022,"2022.04",4,"Stadtquartiere",92,"Altstetten",4,"4 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",2432,2316,2548,1454,1362,1601,2040,1663,2202,2497,2273,2623,2950,2673,3183,3373,2960,3468,1761,277,34
2024,"2024.04",4,"Stadtquartiere",92,"Altstetten",4,"4 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",2583,2492,2674,1719,1657,1890,1990,1890,2215,2400,2315,2620,3069,2883,3247,3775,3324,3792,1806,462,54
2022,"2022.04",4,"Stadtquartiere",101,"Höngg",2,"2 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1054,998,1110,740,710,774,838,803,877,966,938,1020,1191,1161,1271,1392,1380,1428,516,378,18
2024,"2024.04",4,"Stadtquartiere",101,"Höngg",2,"2 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1132,1097,1167,785,756,835,901,859,952,1096,1032,1170,1313,1268,1374,1494,1453,1571,530,386,17
2022,"2022.04",4,"Stadtquartiere",101,"Höngg",3,"3 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1287,1241,1334,939,912,955,1021,1007,1095,1249,1191,1311,1479,1450,1516,1688,1555,1911,1012,776,17
2024,"2024.04",4,"Stadtquartiere",101,"Höngg",3,"3 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1372,1346,1398,984,960,1010,1136,1113,1184,1338,1290,1384,1573,1532,1615,1772,1694,1833,982,781,18
2022,"2022.04",4,"Stadtquartiere",101,"Höngg",4,"4 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1621,1577,1665,1070,1051,1134,1297,1265,1323,1533,1487,1613,1885,1799,1908,2291,2000,2392,817,610,24
2024,"2024.04",4,"Stadtquartiere",101,"Höngg",4,"4 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1714,1660,1767,1165,1112,1283,1397,1349,1451,1650,1601,1693,1968,1894,2006,2305,2213,2500,808,612,19
2022,"2022.04",4,"Stadtquartiere",101,"Höngg",2,"2 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",1682,1525,1839,1295,1196,1360,1462,1369,1550,1600,1566,1690,1746,1687,2162,2250,1747,2637,1459,288,34
2024,"2024.04",4,"Stadtquartiere",101,"Höngg",2,"2 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",1718,1656,1781,1250,1113,1385,1510,1397,1550,1635,1575,1750,1904,1795,1963,2187,1987,2358,1463,313,48
2022,"2022.04",4,"Stadtquartiere",101,"Höngg",3,"3 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",2036,1903,2169,1296,1019,1542,1637,1501,1800,1956,1850,2080,2320,2136,2553,2923,2569,3238,2672,608,43
2024,"2024.04",4,"Stadtquartiere",101,"Höngg",3,"3 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",2052,1980,2123,1443,1257,1600,1673,1600,1759,1953,1859,2039,2350,2213,2478,2765,2608,3121,2646,614,56
2022,"2022.04",4,"Stadtquartiere",101,"Höngg",4,"4 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",2485,2387,2583,1860,1708,1938,1985,1895,2126,2345,2160,2580,2830,2650,3031,3290,3031,3739,1776,384,38
2024,"2024.04",4,"Stadtquartiere",101,"Höngg",4,"4 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",2466,2376,2557,1676,1531,1800,1905,1849,2031,2346,2200,2481,2749,2638,3126,3663,3264,4048,1768,412,67
2022,"2022.04",4,"Stadtquartiere",102,"Wipkingen",2,"2 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1012,989,1036,769,750,779,820,807,843,997,969,1031,1175,1124,1222,1298,1246,1393,699,426,32
2024,"2024.04",4,"Stadtquartiere",102,"Wipkingen",2,"2 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1107,1083,1132,828,818,849,891,879,913,1081,1018,1105,1251,1214,1285,1455,1326,1595,716,441,27
2022,"2022.04",4,"Stadtquartiere",102,"Wipkingen",3,"3 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1156,1111,1202,880,867,892,936,919,956,1060,1008,1102,1295,1195,1398,1548,1403,1860,1116,659,23
2024,"2024.04",4,"Stadtquartiere",102,"Wipkingen",3,"3 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1190,1158,1223,935,916,960,1002,973,1028,1093,1077,1125,1281,1217,1410,1527,1509,1674,1116,648,23
2022,"2022.04",4,"Stadtquartiere",102,"Wipkingen",4,"4 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1475,1439,1511,1017,965,1070,1155,1102,1225,1304,1266,1404,1768,1694,1822,2079,2007,2131,523,262,31
2024,"2024.04",4,"Stadtquartiere",102,"Wipkingen",4,"4 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1584,1553,1614,1180,1179,1276,1282,1268,1350,1487,1423,1581,1836,1754,1841,2020,1955,2099,517,262,30
2022,"2022.04",4,"Stadtquartiere",102,"Wipkingen",2,"2 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",1780,1640,1919,1247,1034,1451,1452,1300,1538,1649,1540,1881,2010,1884,2317,2449,2143,2850,1339,139,38
2024,"2024.04",4,"Stadtquartiere",102,"Wipkingen",2,"2 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",1732,1650,1814,1184,1088,1364,1388,1337,1493,1620,1519,1805,1955,1871,2069,2378,2075,2742,1341,142,53
2022,"2022.04",4,"Stadtquartiere",102,"Wipkingen",3,"3 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",1905,1776,2033,1169,863,1467,1572,1442,1615,1769,1633,1946,2158,1980,2325,2553,2323,3243,2284,313,43
2024,"2024.04",4,"Stadtquartiere",102,"Wipkingen",3,"3 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",2061,1956,2166,1492,1322,1557,1670,1557,1888,2062,1942,2149,2281,2188,2578,2736,2479,2974,2247,245,54
2022,"2022.04",4,"Stadtquartiere",102,"Wipkingen",4,"4 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",2445,2292,2598,1519,1314,1917,1917,1814,2354,2400,2356,2553,2750,2553,3131,3248,2900,4006,876,117,32
2024,"2024.04",4,"Stadtquartiere",102,"Wipkingen",4,"4 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",2568,2423,2712,1551,1314,1880,2025,1878,2185,2580,2201,2750,3170,2754,3434,3675,3336,3813,859,72,52
2022,"2022.04",4,"Stadtquartiere",111,"Affoltern",2,"2 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1053,1031,1075,881,841,907,927,915,947,1025,1006,1045,1127,1101,1149,1251,1180,1427,740,421,30
2024,"2024.04",4,"Stadtquartiere",111,"Affoltern",2,"2 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1150,1103,1198,926,911,984,1009,995,1038,1101,1074,1132,1246,1213,1288,1516,1289,1753,804,426,29
2022,"2022.04",4,"Stadtquartiere",111,"Affoltern",3,"3 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1348,1306,1391,1003,973,1050,1163,1152,1178,1317,1292,1347,1401,1396,1423,1682,1615,1744,1547,1049,47
2024,"2024.04",4,"Stadtquartiere",111,"Affoltern",3,"3 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1428,1400,1457,1142,1094,1163,1216,1191,1254,1388,1374,1420,1540,1518,1569,1726,1655,1900,1589,1024,45
2022,"2022.04",4,"Stadtquartiere",111,"Affoltern",4,"4 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1529,1504,1555,1127,1091,1191,1310,1268,1352,1505,1441,1546,1675,1661,1692,2016,1743,2129,1452,923,52
2024,"2024.04",4,"Stadtquartiere",111,"Affoltern",4,"4 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1671,1640,1703,1290,1210,1340,1415,1380,1431,1667,1618,1695,1834,1803,1870,2068,1932,2273,1442,854,46
2022,"2022.04",4,"Stadtquartiere",111,"Affoltern",2,"2 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",1518,1425,1610,1149,1113,1196,1241,1192,1321,1384,1325,1465,1631,1470,1770,2100,1797,2565,1283,331,37
2024,"2024.04",4,"Stadtquartiere",111,"Affoltern",2,"2 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",1634,1570,1699,1149,1097,1196,1350,1217,1421,1636,1490,1710,1910,1786,2032,2165,2031,2262,1266,286,53
2022,"2022.04",4,"Stadtquartiere",111,"Affoltern",3,"3 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",1749,1678,1820,1266,1220,1350,1458,1328,1520,1722,1570,1800,2057,1990,2151,2231,2150,2370,2359,636,37
2024,"2024.04",4,"Stadtquartiere",111,"Affoltern",3,"3 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",1907,1830,1983,1200,1173,1414,1547,1424,1703,1877,1790,1997,2301,2114,2363,2566,2400,2720,2286,550,54
2022,"2022.04",4,"Stadtquartiere",111,"Affoltern",4,"4 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",2067,1958,2176,1498,1206,1645,1700,1622,1899,2021,1900,2138,2400,2279,2520,2791,2471,2915,1482,430,32
2024,"2024.04",4,"Stadtquartiere",111,"Affoltern",4,"4 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",2223,2155,2291,1535,1460,1650,1836,1715,1892,2254,2099,2361,2648,2544,2749,2834,2739,3039,1433,352,47
2022,"2022.04",4,"Stadtquartiere",115,"Oerlikon",2,"2 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1062,1025,1098,813,797,824,894,890,904,1025,1011,1035,1155,1125,1189,1328,1265,1431,320,220,29
2024,"2024.04",4,"Stadtquartiere",115,"Oerlikon",2,"2 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1164,1093,1234,870,808,900,961,938,983,1120,1088,1136,1255,1170,1299,1562,1297,1860,337,234,13
2022,"2022.04",4,"Stadtquartiere",115,"Oerlikon",3,"3 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1264,1237,1291,916,914,925,1003,995,1031,1220,1196,1240,1437,1382,1510,1760,1670,1810,558,414,20
2024,"2024.04",4,"Stadtquartiere",115,"Oerlikon",3,"3 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1367,1342,1393,1002,998,1008,1112,1103,1118,1345,1322,1366,1504,1489,1521,1877,1775,1946,591,477,18
2022,"2022.04",4,"Stadtquartiere",115,"Oerlikon",4,"4 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1488,1427,1549,1024,1007,1049,1230,1156,1272,1378,1354,1478,1688,1615,1834,2079,1912,2259,463,335,15
2024,"2024.04",4,"Stadtquartiere",115,"Oerlikon",4,"4 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1615,1572,1658,1288,1201,1317,1414,1408,1428,1560,1499,1593,1754,1689,1858,2111,2033,2152,475,354,17
2022,"2022.04",4,"Stadtquartiere",115,"Oerlikon",2,"2 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",1744,1669,1818,1297,1206,1363,1460,1331,1500,1589,1523,1660,1939,1782,2145,2384,2150,2550,2522,476,46
2024,"2024.04",4,"Stadtquartiere",115,"Oerlikon",2,"2 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",1763,1704,1822,1297,1125,1340,1416,1365,1500,1703,1590,1780,2049,1943,2140,2391,2223,2540,2408,518,69
2022,"2022.04",4,"Stadtquartiere",115,"Oerlikon",3,"3 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",2009,1926,2091,1366,1199,1620,1723,1594,1800,1897,1822,1959,2266,2107,2412,2650,2422,2930,3418,563,48
2024,"2024.04",4,"Stadtquartiere",115,"Oerlikon",3,"3 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",2114,2039,2188,1522,1444,1592,1825,1696,1884,2055,1953,2179,2477,2321,2629,2753,2628,2944,3186,584,63
2022,"2022.04",4,"Stadtquartiere",115,"Oerlikon",4,"4 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",2232,2133,2330,1504,1400,1809,1854,1769,1936,2121,2025,2267,2562,2454,2681,3180,2732,3330,1669,386,46
2024,"2024.04",4,"Stadtquartiere",115,"Oerlikon",4,"4 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",2569,2472,2666,1721,1550,1797,2067,1890,2243,2518,2392,2696,3102,2837,3240,3549,3299,3707,1570,391,53
2022,"2022.04",4,"Stadtquartiere",119,"Seebach",2,"2 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1107,1074,1139,805,805,814,938,925,963,1097,1086,1110,1226,1216,1260,1414,1326,1538,480,369,21
2024,"2024.04",4,"Stadtquartiere",119,"Seebach",2,"2 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1168,1148,1187,822,822,843,996,976,1026,1169,1166,1189,1283,1266,1303,1500,1458,1580,521,424,19
2022,"2022.04",4,"Stadtquartiere",119,"Seebach",3,"3 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1203,1175,1231,837,813,863,1004,984,1010,1151,1096,1203,1400,1363,1462,1604,1580,1639,1054,760,23
2024,"2024.04",4,"Stadtquartiere",119,"Seebach",3,"3 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1337,1313,1362,893,890,896,1053,1035,1072,1346,1263,1375,1554,1531,1599,1816,1785,1848,1055,821,29
2022,"2022.04",4,"Stadtquartiere",119,"Seebach",4,"4 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1474,1443,1505,965,930,1020,1126,1111,1233,1493,1466,1529,1752,1730,1791,1930,1878,1948,853,595,36
2024,"2024.04",4,"Stadtquartiere",119,"Seebach",4,"4 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1605,1589,1621,1042,1032,1063,1327,1298,1343,1630,1615,1662,1885,1864,1905,2090,2040,2123,849,678,31
2022,"2022.04",4,"Stadtquartiere",119,"Seebach",2,"2 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",1532,1479,1585,1113,944,1200,1268,1174,1395,1517,1420,1592,1855,1699,1898,1957,1866,2146,1857,377,40
2024,"2024.04",4,"Stadtquartiere",119,"Seebach",2,"2 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",1690,1627,1753,1152,1124,1270,1406,1270,1501,1688,1565,1750,1899,1801,2009,2207,2020,2388,2024,391,57
2022,"2022.04",4,"Stadtquartiere",119,"Seebach",3,"3 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",1877,1810,1944,1270,1191,1410,1510,1410,1626,1717,1670,1801,2194,2107,2380,2665,2501,2957,3013,603,54
2024,"2024.04",4,"Stadtquartiere",119,"Seebach",3,"3 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",1923,1850,1995,1263,1150,1407,1530,1441,1661,1824,1779,1967,2239,2122,2343,2674,2445,2850,3030,605,85
2022,"2022.04",4,"Stadtquartiere",119,"Seebach",4,"4 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",2237,2112,2363,1550,1508,1755,1776,1696,1883,2150,2017,2370,2650,2585,2757,3153,2788,3415,1591,398,46
2024,"2024.04",4,"Stadtquartiere",119,"Seebach",4,"4 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",2469,2353,2585,1571,1499,1820,1932,1830,2106,2433,2280,2624,2853,2747,3140,3437,2995,3700,1552,332,54
2022,"2022.04",4,"Stadtquartiere",129,"Schwamendingen (Kreis 12)",2,"2 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1000,982,1017,686,684,694,783,776,791,955,928,979,1191,1160,1229,1336,1330,1380,1355,961,54
2024,"2024.04",4,"Stadtquartiere",129,"Schwamendingen (Kreis 12)",2,"2 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1038,1028,1048,738,733,755,848,832,871,1010,996,1033,1210,1183,1248,1353,1335,1368,1396,954,49
2022,"2022.04",4,"Stadtquartiere",129,"Schwamendingen (Kreis 12)",3,"3 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1149,1137,1160,773,772,779,845,828,858,1047,1022,1064,1426,1405,1474,1687,1670,1707,2932,2026,88
2024,"2024.04",4,"Stadtquartiere",129,"Schwamendingen (Kreis 12)",3,"3 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1228,1216,1240,842,842,843,906,906,913,1152,1130,1178,1525,1502,1550,1696,1684,1732,3035,2010,88
2022,"2022.04",4,"Stadtquartiere",129,"Schwamendingen (Kreis 12)",4,"4 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1471,1449,1492,1018,976,1029,1086,1054,1164,1415,1395,1474,1762,1715,1843,2130,2025,2194,2104,1306,73
2024,"2024.04",4,"Stadtquartiere",129,"Schwamendingen (Kreis 12)",4,"4 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1570,1540,1600,1054,1054,1096,1229,1160,1313,1562,1502,1627,1856,1806,1893,2088,2005,2148,2158,1254,72
2022,"2022.04",4,"Stadtquartiere",129,"Schwamendingen (Kreis 12)",2,"2 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",1471,1407,1535,1083,990,1230,1260,1202,1360,1490,1440,1562,1680,1650,1790,1860,1750,1918,1713,426,65
2024,"2024.04",4,"Stadtquartiere",129,"Schwamendingen (Kreis 12)",2,"2 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",1517,1464,1570,1085,1009,1197,1342,1249,1410,1490,1490,1540,1716,1660,1762,1940,1834,2039,1626,387,107
2022,"2022.04",4,"Stadtquartiere",129,"Schwamendingen (Kreis 12)",3,"3 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",1612,1568,1656,1217,1190,1300,1415,1355,1521,1620,1575,1650,1755,1732,1820,1971,1841,2067,2933,582,94
2024,"2024.04",4,"Stadtquartiere",129,"Schwamendingen (Kreis 12)",3,"3 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",1753,1713,1793,1229,1103,1306,1469,1392,1536,1716,1677,1750,1950,1900,2052,2310,2158,2490,2752,511,132
2022,"2022.04",4,"Stadtquartiere",129,"Schwamendingen (Kreis 12)",4,"4 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",1955,1892,2018,1285,1114,1411,1554,1455,1664,1852,1790,1941,2328,2080,2408,2817,2670,2936,1107,274,72
2024,"2024.04",4,"Stadtquartiere",129,"Schwamendingen (Kreis 12)",4,"4 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",2137,2088,2187,1475,1403,1590,1732,1676,1785,2000,1930,2145,2493,2439,2652,2942,2847,3031,1000,260,110
2022,"2022.04",4,"Stadtquartiere",0,"Ganze Stadt",2,"2 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",2,"Brutto",18.43,18.28,18.58,13.53,13.43,13.7,15.24,15.09,15.34,17.58,17.39,17.72,20.62,20.37,20.84,24.31,24.05,24.61,11106,7184,492
2024,"2024.04",4,"Stadtquartiere",0,"Ganze Stadt",2,"2 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",2,"Brutto",19.83,19.68,19.99,14.52,14.33,14.74,16.54,16.37,16.68,19.02,18.85,19.19,22.34,22,22.6,25.78,25.37,26.21,11437,7442,463
2022,"2022.04",4,"Stadtquartiere",0,"Ganze Stadt",3,"3 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",2,"Brutto",16.33,16.21,16.45,12.33,12.25,12.46,13.76,13.67,13.86,15.61,15.51,15.7,18.17,17.97,18.34,21.01,20.78,21.33,22955,14636,597
2024,"2024.04",4,"Stadtquartiere",0,"Ganze Stadt",3,"3 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",2,"Brutto",17.53,17.44,17.62,13.3,13.2,13.44,15.08,14.98,15.19,16.91,16.81,16.98,19.4,19.22,19.6,22.32,22.06,22.57,23071,15117,620
2022,"2022.04",4,"Stadtquartiere",0,"Ganze Stadt",4,"4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",2,"Brutto",15.87,15.77,15.96,12.13,11.97,12.24,13.75,13.67,13.86,15.5,15.41,15.58,17.59,17.38,17.72,20.09,19.83,20.32,14925,9288,606
2024,"2024.04",4,"Stadtquartiere",0,"Ganze Stadt",4,"4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",2,"Brutto",17.09,16.98,17.2,13.09,12.94,13.23,14.79,14.72,14.87,16.58,16.44,16.7,18.84,18.71,19.05,21.64,21.41,22.01,14957,9495,581
2022,"2022.04",4,"Stadtquartiere",0,"Ganze Stadt",9,"2 , 3  und 4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",2,"Brutto",16.67,16.59,16.74,12.47,12.39,12.57,14.03,13.98,14.08,15.9,15.85,15.97,18.59,18.49,18.69,21.56,21.41,21.78,48986,31108,1695
2024,"2024.04",4,"Stadtquartiere",0,"Ganze Stadt",9,"2 , 3  und 4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",2,"Brutto",17.93,17.86,18,13.42,13.33,13.53,15.24,15.17,15.3,17.24,17.15,17.33,19.9,19.82,20.03,23.34,23.13,23.45,49465,32054,1664
